IATA,ICAO,Airport name,Country,City
LKP,KLKP,Lake Placid Airport,United States of America,Lake Placid
LKU,,Lake Rudolf Airport,Kenya,Lake Rudolf
LKV,KLKV,Lake County Airport,United States of America,Lakeview
LKW,OOLK,Lekhwair Airport,Oman,
LKY,HTLM,Lake Manyara Airport,Tanzania,Lake Manyara National Park
LKZ,EGUL,RAF Lakenheath,United Kingdom,Lakenheath
LLA,ESPA,Luleå Airport,Sweden,Luleå
LLB,ZULB,Libo Airport,China,Libo County
LLE,FAMN,Riverside Airport,South Africa,Malelane
LLF,ZGLG,Lingling Airport,China,Yongzhou
LLG,YCGO,Chillagoe Airport,Australia,
LLH,,Reginaldo Hammer Airport,Honduras,La Lima
LLI,HALL,Lalibella Airport,Ethiopia,Lalibela
LLJ,VGLM,Lalmonirhat Airport,Bangladesh,Lalmonirhat
LLK,UBBL,Lankaran International Airport,Azerbaijan,Lankaran
LLL,,Lissadell Airport,Australia,Lissadell Station
LLM,,Long Lama Airport,Malaysia,Long Lama
LLN,,Kelila Airport,Indonesia,Kelila-Papua Island
LLS,SATK,Alferez Armando Rodriguez Airport,Argentina,Las Lomitas
LLV,ZBLL,Lüliang Airport,China,Lüliang
LLW,FWKI,Lilongwe International Airport,Malawi,Lilongwe
LLX,KCDA,Caledonia County Airport,United States of America,Lyndonville
LLY,KVAY,South Jersey Regional Airport,United States of America,Mount Holly
LMA,PAMH,Minchumina Airport,United States of America,Minchumina
LMB,FWSM,Salima Airport,Malawi,Salima
LMC,,El Refugio/La Macarena Airport,Colombia,La Macarena
LMD,,Los Menucos Airport,Argentina,Los Menucos
LME,LFRM,Le Mans-Arnage Airport,France,Le Mans/Arnage
LMI,,Lumi Airport,Papua New Guinea,Lumi
LML,,Lae Island Airport,Marshall Islands,Lae Island
LMM,MMLM,Valle del Fuerte International Airport,Mexico,Los Mochis
LMN,WBGJ,Limbang Airport,Malaysia,Limbang
LMO,EGQS,RAF Lossiemouth,United Kingdom,Lossiemouth
LMP,LICD,Lampedusa Airport,Italy,Lampedusa
LMQ,HLMB,Marsa Brega Airport,Libya,Al Burayqah
LMR,FALC,Lime Acres Finsch Mine Airport,South Africa,Lime Acres
LMS,KLMS,Louisville Winston County Airport,United States of America,Louisville
LMT,KLMT,Crater Lake-Klamath Regional Airport,United States of America,Klamath Falls
LMY,,Lake Murray Airport,Papua New Guinea,Lake Murray
LMZ,,Palma Airport,Mozambique,Palma
LNA,KLNA,Palm Beach County Park Airport,United States of America,West Palm Beach
LNB,NVSM,Lamen Bay Airport,Vanuatu,Lamen Bay
LNC,,Lengbati Airport,Papua New Guinea,Lae
LND,KLND,Hunt Field,United States of America,Lander
LNE,NVSO,Lonorore Airport,Vanuatu,Lonorore
LNF,,Munbil Airport,Papua New Guinea,
LNG,AYLS,Lese Airport,Papua New Guinea,Lese
LNH,YLKN,Lake Nash Airport,Australia,Alpurrurulam
LNI,,Lonely Air Station,United States of America,Lonely
LNJ,,Lintsang Airfield,China,Lincang
LNK,KLNK,Lincoln Airport,United States of America,Lincoln
LNL,ZLLN,Longnan Chengzhou Airport,China,Longnan
LNM,,Langimar Airport,Papua New Guinea,Bulolo
LNN,KLNN,Willoughby Lost Nation Municipal Airport,United States of America,Willoughby
LNO,YLEO,Leonora Airport,Australia,Leonora
LNP,KLNP,Lonesome Pine Airport,United States of America,Wise
LNR,KLNR,Tri-County Regional Airport,United States of America,Lone Rock
LNS,KLNS,Lancaster Airport,United States of America,Lancaster
LNV,AYKY,Londolovit Airport,Papua New Guinea,Londolovit
LNX,XUBS,Smolensk North Airport,Russia,Smolensk
LNY,PHNY,Lanai Airport,United States of America,Lanai City
LNZ,LOWL,Linz Hörsching Airport,Austria,Linz
LOA,YLOR,Lorraine Airport,Australia,
LOB,SCAN,San Rafael Airport,Chile,Los Andes
LOC,YLOK,Lock Airport,Australia,Lock
LOD,NVSG,Longana Airport,Vanuatu,Longana
LOE,VTUL,Loei Airport,Thailand,Loei
LOH,SETM,Camilo Ponce Enriquez Airport,Ecuador,La Toma (Catamayo)
LOI,SSLN,Helmuth Baungarten Airport,Brazil,Lontras
LOK,HKLO,Lodwar Airport,Kenya,Lodwar
LOL,KLOL,Derby Field,United States of America,Lovelock
LOM,,Francisco Primo de Verdad y Ramos Airport,Mexico,Lagos de Moreno
LOO,DAUL,Laghouat Airport,Algeria,Laghouat
LOP,WADL,Lombok International Airport,Indonesia,Mataram
LOQ,FBLO,Lobatse Airport,Botswana,Lobatse
LOS,DNMM,Murtala Muhammed International Airport,Nigeria,Lagos
LOT,KLOT,Lewis University Airport,United States of America,Chicago/Romeoville
LOU,KLOU,Bowman Field,United States of America,Louisville
LOV,MMMV,Monclova International Airport,Mexico,Ciudad Frontera
LOW,KLKU,Louisa County Airport/Freeman Field,United States of America,Louisa
LOY,HKLY,Loyengalani Airport,Kenya,Loyengalani
LOZ,KLOZ,London-Corbin Airport/Magee Field,United States of America,London
LPA,GCLP,Gran Canaria Airport,Spain,Gran Canaria Island
LPB,SLLP,El Alto International Airport,Bolivia,La Paz / El Alto
LPC,KLPC,Lompoc Airport,United States of America,Lompoc
LPD,SKLP,La Pedrera Airport,Colombia,La Pedrera
LPE,,La Primavera Airport,Colombia,La Primavera
LPF,ZUPS,Liupanshui Yuezhao Airport,China,Liupanshui
LPG,SADL,La Plata Airport,Argentina,La Plata
LPI,ESSL,Linköping City Airport,Sweden,Linköping
LPJ,SVAS,Armando Schwarck Airport,Venezuela,Guayabal
LPK,UUOL,Lipetsk Airport,Russia,Lipetsk
LPL,EGGP,Liverpool John Lennon Airport,United Kingdom,Liverpool
LPM,NVSL,Lamap Airport,Vanuatu,Lamap
LPN,AYLP,Leron Plains Airport,Papua New Guinea,Leron Plains
LPO,KPPO,La Porte Municipal Airport,United States of America,La Porte
LPP,EFLP,Lappeenranta Airport,Finland,Lappeenranta
LPQ,VLLB,Luang Phabang International Airport,Laos,Luang Phabang
LPS,,Lopez Island Airport,United States of America,Lopez
LPT,VTCL,Lampang Airport,Thailand,Lampang
LPU,WRLP,Long Apung Airport,Indonesia,Long Apung-Borneo Island
LPX,EVLA,Liepāja International Airport,Latvia,Liepāja
LPY,LFHP,Le Puy-Loudes Airport,France,Le Puy/Loudes
LQK,KLQK,Pickens County Airport,United States of America,Pickens
LQM,SKLG,Caucaya Airport,Colombia,Puerto Leguízamo
LQN,OAQN,Qala-I-Naw Airport,Afghanistan,Qala-I-Naw
LRA,LGLR,Larisa Airport,Greece,Larisa
LRB,FXLR,Leribe Airport,Lesotho,Leribe
LRD,KLRD,Laredo International Airport,United States of America,Laredo
LRE,YLRE,Longreach Airport,Australia,Longreach
LRF,KLRF,Little Rock Air Force Base,United States of America,Jacksonville
LRG,OPLL,Loralai Airport,Pakistan,Loralai
LRH,LFBH,La Rochelle-Île de Ré Airport,France,La Rochelle/Île de Ré
LRJ,KLRJ,Le Mars Municipal Airport,United States of America,Le Mars
LRL,DXNG,Niamtougou International Airport,Togo,Niamtougou
LRM,MDLR,Casa De Campo International Airport,Dominican Republic,La Romana
LRQ,,Laurie River Airport,Canada,Laurie River
LRR,OISL,Lar Airport,Iran,Lar
LRS,LGLE,Leros Airport,Greece,Leros Island
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,France,Lorient/Lann/Bihoué
LRU,KLRU,Las Cruces International Airport,United States of America,Las Cruces
LRV,SVRS,Los Roques Airport,Venezuela,Gran Roque Island
LSA,AYKA,Losuia Airport,Papua New Guinea,Losuia
LSB,KLSB,Lordsburg Municipal Airport,United States of America,Lordsburg
LSC,SCSE,La Florida Airport,Chile,La Serena-Coquimbo
LSE,KLSE,La Crosse Municipal Airport,United States of America,La Crosse
LSF,KLSF,Lawson Army Air Field (Fort Benning),United States of America,Fort Benning(Columbus)
LSH,VYLS,Lashio Airport,Myanmar,Lashio
LSI,EGPB,Sumburgh Airport,United Kingdom,Lerwick
LSJ,AYLX,Long Island Airport,Papua New Guinea,Long Island
LSK,KLSK,Lusk Municipal Airport,United States of America,Lusk
LSL,MRLC,Los Chiles Airport,Costa Rica,Los Chiles
LSM,WBGD,Long Semado Airport,Malaysia,Long Semado
LSN,KLSN,Los Banos Municipal Airport,United States of America,Los Banos
LSO,LFOO,Les Sables-d'Olonne Talmont Airport,France,Les Sables-d'Olonne
LSP,SVJC,Josefa Camejo International Airport,Venezuela,Paraguaná
LSQ,SCGE,María Dolores Airport,Chile,Los Angeles
LSS,TFFS,Terre-de-Haut Airport,Guadeloupe,Les Saintes
LST,YMLT,Launceston Airport,Australia,Launceston
LSU,WBGU,Long Sukang Airport,Malaysia,Long Sukang
LSV,KLSV,Nellis Air Force Base,United States of America,Las Vegas
LSW,WITM,Malikus Saleh Airport,Indonesia,Lhok Seumawe-Sumatra Island
LSX,WITL,Lhok Sukon Airport,Indonesia,Lhok Sukon-Sumatra Island
LSY,YLIS,Lismore Airport,Australia,Lismore
LSZ,LDLO,Lošinj Island Airport,Croatia,Lošinj
LTA,FATZ,Tzaneen Airport,South Africa,Tzaneen
LTC,FTTH,Lai Airport,Chad,Lai
LTD,HLTD,Ghadames East Airport,Libya,Ghadames
LTF,,Leitre Airport,Papua New Guinea,Leitre
LTG,VNLT,Langtang Airport,Nepal,Langtang
LTI,ZMAT,Altai Airport,Mongolia,Altai
LTK,OSLK,Bassel Al-Assad International Airport,Syria,Latakia
LTL,FOOR,Lastourville Airport,Gabon,Lastourville
LTM,SYLT,Lethem Airport,Guyana,Lethem
LTN,EGGW,London Luton Airport,United Kingdom,London
LTO,MMLT,Loreto International Airport,Mexico,Loreto
LTP,YLHS,Lyndhurst Airport,Australia,Lyndhurst
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,France,Le Touquet-Paris-Plage
LTR,EILT,Letterkenny Airport,Ireland,Letterkenny
LTS,KLTS,Altus Air Force Base,United States of America,Altus
LTT,LFTZ,La Môle Airport,France,La Môle
LTU,,Murod Kond Airport,India,Latur
LTV,YLOV,Lotus Vale Airport,Australia,Lotus Vale
LTW,,St. Mary's County Regional Airport,United States of America,Leonardtown
LTX,SELT,Cotopaxi International Airport,Ecuador,Latacunga
LUA,VNLK,Lukla Airport,Nepal,Lukla
LUB,SYLP,Lumid Pau Airport,Guyana,Lumid Pau
LUC,NFNH,Laucala Island Airport,Fiji,Laucala Island
LUD,FYLZ,Luderitz Airport,Namibia,Luderitz
LUE,LZLU,Lučenec Airport,Slovakia,Lučenec
LUF,KLUF,Luke Air Force Base,United States of America,Glendale
LUG,LSZA,Lugano Airport,Switzerland,Lugano
LUH,VILD,Ludhiana Airport,India,Doraha
LUI,MHCR,Carta Airport,Honduras,La Unión
LUJ,FALK,Lusikisiki Airport,South Africa,Lusikisiki
LUK,KLUK,Cincinnati Municipal Airport Lunken Field,United States of America,Cincinnati
LUL,KLUL,Hesler Noble Field,United States of America,Laurel
LUM,ZPLX,Mangshi Airport,China,Luxi
LUN,FLLS,Kenneth Kaunda International Airport Lusaka,Zambia,Lusaka
LUO,FNUE,Luena Airport,Angola,Luena
LUP,PHLU,Kalaupapa Airport,United States of America,Kalaupapa
LUQ,SAOU,Brigadier Mayor D Cesar Raul Ojeda Airport,Argentina,San Luis
LUR,PALU,Cape Lisburne LRRS Airport,United States of America,Cape Lisburne
LUS,FZCE,Lusanga Airport,Democratic Republic of the Congo,Lusanga
LUT,YLRS,New Laura Airport,Australia,
LUU,YLRA,Laura Airport,Australia,
LUV,WAPL,Dumatumbun Airport,Indonesia,Langgur-Seram Island
LUW,WAMW,Syukuran Aminuddin Amir Airport,Indonesia,Luwok - Celebes Island
LUX,ELLX,Luxembourg-Findel International Airport,Luxembourg,Luxembourg
LUY,,Lushoto Airport,Tanzania,Lushoto
LUZ,,Lublin Airport,Poland,Lublin
LVA,LFOV,Laval-Entrammes Airport,France,Laval/Entrammes
LVD,,Lime Village Airport,United States of America,Lime Village
LVI,FLLI,Livingstone Airport,Zambia,Livingstone
LVK,KLVK,Livermore Municipal Airport,United States of America,Livermore
LVL,KLVL,Lawrenceville Brunswick Municipal Airport,United States of America,Lawrenceville
LVM,KLVM,Mission Field,United States of America,Livingston
LVO,YLTN,Laverton Airport,Australia,
LVP,OIBV,Lavan Island Airport,Iran,Kish
LVR,SILC,Municipal Bom Futuro Airport,Brazil,Lucas do Rio Verde
LVS,KLVS,Las Vegas Municipal Airport,United States of America,Las Vegas
LWA,,Lebak Rural Airport,Philippines,Lebak
LWB,KLWB,Greenbrier Valley Airport,United States of America,Lewisburg
LWC,KLWC,Lawrence Municipal Airport,United States of America,Lawrence
LWE,,Lewoleba Airport,Indonesia,Lewoleba-Lembata Island
LWH,YLAH,Lawn Hill Airport,Australia,
LWI,AYLO,Lowai Airport,Papua New Guinea,Lowai
LWK,EGET,Lerwick / Tingwall Airport,United Kingdom,Lerwick
LWL,KLWL,Wells Municipal Airport/Harriet Field,United States of America,Wells
LWM,KLWM,Lawrence Municipal Airport,United States of America,Lawrence
LWN,UDSG,Gyumri Shirak Airport,Armenia,Gyumri
LWO,UKLL,Lviv International Airport,Ukraine,Lviv
LWR,EHLW,Leeuwarden Air Base,Netherlands,Leeuwarden
LWS,KLWS,Lewiston Nez Perce County Airport,United States of America,Lewiston
LWT,KLWT,Lewistown Municipal Airport,United States of America,Lewistown
LWV,KLWV,Lawrenceville Vincennes International Airport,United States of America,Lawrenceville
LWY,WBGW,Lawas Airport,Malaysia,Lawas
LXA,ZULS,Lhasa Gonggar Airport,China,Lhasa
LXG,VLLN,Luang Namtha Airport,Laos,Luang Namtha
LXN,KLXN,Jim Kelly Field,United States of America,Lexington
LXR,HELX,Luxor International Airport,Egypt,Luxor
LXS,LGLM,Limnos Airport,Greece,Limnos Island
LXU,FLLK,Lukulu Airport,Zambia,Lukulu
LXV,KLXV,Lake County Airport,United States of America,Leadville
LYA,ZHLY,Luoyang Airport,China,Luoyang
LYB,MWCL,Edward Bodden Airfield,Cayman Islands,Little Cayman
LYC,ESNL,Lycksele Airport,Sweden,Lycksele
LYG,ZSLG,Lianyungang Airport,China,Lianyungang
LYH,KLYH,Lynchburg Regional Preston Glenn Field,United States of America,Lynchburg
LYI,ZSLY,Shubuling Airport,China,Linyi
LYK,,Lunyuk Airport,Indonesia,Lunyuk-Simbawa Island
LYN,LFLY,Lyon-Bron Airport,France,Lyon/Bron
LYO,KLYO,Lyons-Rice County Municipal Airport,United States of America,Lyons
LYP,OPFA,Faisalabad International Airport,Pakistan,Faisalabad
LYR,ENSB,"Svalbard Airport, Longyear",Norway,Longyearbyen
LYS,LFLL,Lyon Saint-Exupéry Airport,France,Lyon
LYT,,Lady Elliot Island Airstrip,Australia,Lady Elliot Island
LYU,KELO,Ely Municipal Airport,United States of America,Ely
LYX,EGMD,Lydd Airport,United Kingdom,"Lydd, Ashford"
LZA,FZUG,Luiza Airport,Democratic Republic of the Congo,Luiza
LZC,MMLC,Lázaro Cárdenas Airport,Mexico,Lázaro Cárdenas
LZH,ZGZH,Liuzhou Bailian Airport,China,Liuzhou
LZI,FZAL,Luozi Airport,Democratic Republic of the Congo,Luozi
LZM,FNLZ,Luzamba Airport,Angola,Luzamba
LZN,RCFG,Matsu Nangan Airport,Taiwan,Nangang Island
LZO,ZULZ,Luzhou Airport,China,Luzhou
LZR,YLZI,Lizard Island Airport,Australia,
LZU,KLZU,Gwinnett County Briscoe Field,United States of America,Lawrenceville
LZY,ZUNZ,Nyingchi Airport,China,Nyingchi
MAA,VOMM,Chennai International Airport,India,Chennai
MAB,SBMA,João Correa da Rocha Airport,Brazil,Marabá
MAC,KMAC,Macon Downtown Airport,United States of America,Macon
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,Spain,Madrid
MAE,KMAE,Madera Municipal Airport,United States of America,Madera
MAF,KMAF,Midland International Airport,United States of America,Midland
MAG,AYMD,Madang Airport,Papua New Guinea,Madang
MAH,LEMH,Menorca Airport,Spain,Menorca Island
MAI,FWMG,Mangochi Airport,Malawi,Mangochi
MAJ,PKMJ,Marshall Islands International Airport,Marshall Islands,Majuro Atoll
MAK,HSSM,Malakal Airport,South Sudan,Malakal
MAL,WAPE,"Mangole Airport, Falabisahaya",Indonesia,Mangole Island
MAM,MMMA,General Servando Canales International Airport,Mexico,Matamoros
MAN,EGCC,Manchester Airport,United Kingdom,Manchester
MAO,SBEG,Eduardo Gomes International Airport,Brazil,Manaus
MAP,,Mamai Airport,Papua New Guinea,Mamai
MAQ,VTPM,Mae Sot Airport,Thailand,Mae Sot
MAR,SVMC,La Chinita International Airport,Venezuela,Maracaibo
MAS,AYMO,Momote Airport,Papua New Guinea,Manus Island
MAT,FZAM,Tshimpi Airport,Democratic Republic of the Congo,Matadi
MAU,NTTP,Maupiti Airport,French Polynesia,Faanui
MAV,,Maloelap Island Airport,Marshall Islands,Maloelap Island
MAW,KMAW,Malden Regional Airport,United States of America,Malden
MAX,GOSM,Ouro Sogui Airport,Senegal,Matam
MAY,MYAB,Clarence A. Bain Airport,Bahamas,Mangrove Cay
MAZ,TJMZ,Eugenio Maria De Hostos Airport,Puerto Rico,Mayaguez
MBA,HKMO,Mombasa Moi International Airport,Kenya,Mombasa
MBB,YMBL,Marble Bar Airport,Australia,
MBC,FOGG,M'Bigou Airport,Gabon,M'Bigou
MBD,FAMM,Mmabatho International Airport,South Africa,Mafeking
MBE,RJEB,Monbetsu Airport,Japan,Monbetsu
MBG,KMBG,Mobridge Municipal Airport,United States of America,Mobridge
MBH,YMYB,Maryborough Airport,Australia,Maryborough
MBI,HTGW,Songwe Airport,Tanzania,Mbeya
MBJ,MKJS,Sangster International Airport,Jamaica,Montego Bay
MBK,SWXM,Regional Orlando Villas Boas Airport,Brazil,Matupá
MBL,KMBL,Manistee Co Blacker Airport,United States of America,Manistee
MBM,,Mkambati Airport,South Africa,Mkambati
MBO,RPUM,Mamburao Airport,Philippines,Mamburao
MBP,SPBB,Moyobamba Airport,Peru,Moyobamba
MBQ,HUMA,Mbarara Airport,Uganda,Mbarara
MBS,KMBS,MBS International Airport,United States of America,Saginaw
MBT,RPVJ,Moises R. Espinosa Airport,Philippines,Masbate
MBU,AGGI,Babanakira Airport,Solomon Islands,Mbambanakira
MBV,AYSX,Masa Airport,Papua New Guinea,Masa
MBW,YMMB,Melbourne Moorabbin Airport,Australia,Melbourne
MBX,LJMB,Maribor Airport,Slovenia,Hotinja Vas
MBY,KMBY,Omar N Bradley Airport,United States of America,Moberly
MBZ,SWMW,Maués Airport,Brazil,Maués
MCA,GUMA,Macenta Airport,Guinea,Macenta
MCB,KMCB,Mc Comb/Pike County Airport/John E Lewis Field,United States of America,Mc Comb
MCC,KMCC,Mc Clellan Airfield,United States of America,Sacramento
MCD,KMCD,Mackinac Island Airport,United States of America,Mackinac Island
MCE,KMCE,Merced Regional Macready Field,United States of America,Merced
MCF,KMCF,Mac Dill Air Force Base,United States of America,Tampa
MCG,PAMC,McGrath Airport,United States of America,McGrath
MCH,SEMH,General Manuel Serrano Airport,Ecuador,Machala
MCI,KMCI,Kansas City International Airport,United States of America,Kansas City
MCJ,SKLM,Jorge Isaac Airport,Colombia,La Mina-Maicao
MCK,KMCK,Mc Cook Ben Nelson Regional Airport,United States of America,Mc Cook
MCL,PAIN,McKinley National Park Airport,United States of America,McKinley Park
MCN,KMCN,Middle Georgia Regional Airport,United States of America,Macon
MCO,KMCO,Orlando International Airport,United States of America,Orlando
MCP,SBMQ,Alberto Alcolumbre Airport,Brazil,Macapá
MCQ,LHMC,Miskolc Airport,Hungary,Miskolc
MCR,MGMM,Melchor de Mencos Airport,Guatemala,Melchor de Mencos
MCS,SARM,Monte Caseros Airport,Argentina,Monte Caseros
MCT,OOMS,Muscat International Airport,Oman,Muscat
MCU,LFBK,Montluçon-Guéret Airport,France,Montluçon/Guéret
MCV,YMHU,McArthur River Mine Airport,Australia,McArthur River Mine
MCW,KMCW,Mason City Municipal Airport,United States of America,Mason City
MCX,URML,Uytash Airport,Russia,Makhachkala
MCY,YBMC,Sunshine Coast Airport,Australia,Maroochydore
MCZ,SBMO,Zumbi dos Palmares Airport,Brazil,Maceió
MDB,,Melinda Airport,Belize,Melinda
MDC,WAMM,Sam Ratulangi Airport,Indonesia,Manado-Celebes Island
MDD,KMDD,Midland Airpark,United States of America,Midland
MDE,SKRG,Jose Maria Córdova International Airport,Colombia,Medellín
MDF,KMDZ,Taylor County Airport,United States of America,Medford
MDG,ZYMD,Mudanjiang Hailang International Airport,China,Mudanjiang
MDH,KMDH,Southern Illinois Airport,United States of America,Carbondale/Murphysboro
MDI,DNMK,Makurdi Airport,Nigeria,Makurdi
MDJ,,Madras Municipal Airport,United States of America,Madras
MDK,FZEA,Mbandaka Airport,Democratic Republic of the Congo,Mbandaka
MDL,VYMD,Mandalay International Airport,Myanmar,Mandalay
MDM,AYDK,Munduku Airport,Papua New Guinea,Munduku
MDN,KIMS,Madison Municipal Airport,United States of America,Madison
MDO,PAMD,Middleton Island Airport,United States of America,Middleton Island
MDP,WAKD,Mindiptana Airport,Indonesia,Mindiptana-Papua Island
MDQ,SAZM,Ástor Piazzola International Airport,Argentina,Mar del Plata
MDR,,Medfra Airport,United States of America,Medfra
MDS,MBMC,Middle Caicos Airport,Turks and Caicos Islands,Middle Caicos
MDT,KMDT,Harrisburg International Airport,United States of America,Harrisburg
MDU,AYMN,Mendi Airport,Papua New Guinea,Mendi
MDV,,Médouneu Airport,Equatorial Guinea,"Médouneu, Gabon"
MDW,KMDW,Chicago Midway International Airport,United States of America,Chicago
MDX,SATM,Mercedes Airport,Argentina,Mercedes
MDY,PMDY,Henderson Field,United States Minor Outlying Islands,Sand Island
MDZ,SAME,El Plumerillo Airport,Argentina,Mendoza
MEA,SBME,Macaé Airport,Brazil,Macaé
MEB,YMEN,Melbourne Essendon Airport,Australia,Fawkner
MEC,SEMT,Eloy Alfaro International Airport,Ecuador,Manta
MED,OEMA,Prince Mohammad Bin Abdulaziz Airport,Saudi Arabia,Medina
MEE,NWWR,Maré Airport,New Caledonia,Maré
MEF,,Melfi Airport,Chad,Melfi
MEG,FNMA,Malanje Airport,Angola,Malanje
MEH,ENMH,Mehamn Airport,Norway,Mehamn
MEI,KMEI,Key Field,United States of America,Meridian
MEJ,KGKJ,Port Meadville Airport,United States of America,Meadville
MEK,GMFM,Bassatine Airport,Morocco,Meknes
MEL,YMML,Melbourne International Airport,Australia,Melbourne
MEM,KMEM,Memphis International Airport,United States of America,Memphis
MEN,LFNB,Mende-Brenoux Airfield,France,Mende/Brénoux
MEO,KMQI,Dare County Regional Airport,United States of America,Manteo
MEP,WMAU,Mersing Airport,Malaysia,Mersing
MEQ,WITC,Seunagan Airport,Indonesia,Peureumeue-Sumatra Island
MER,KMER,Castle Airport,United States of America,Merced
MES,WIMK,Soewondo Air Force Base,Indonesia,Medan-Sumatra Island
MET,YMOT,Moreton Airport,Australia,Moreton
MEU,SBMD,Monte Dourado Airport,Brazil,Almeirim
MEV,KMEV,Minden-Tahoe Airport,United States of America,Minden
MEW,FZVM,Mweka Airport,Democratic Republic of the Congo,Mweka
MEX,MMMX,Licenciado Benito Juarez International Airport,Mexico,Mexico City
MEY,VNMG,Meghauli Airport,Nepal,Meghauli
MEZ,FAMH,Musina(Messina) Airport,South Africa,Musina
MFA,HTMA,Mafia Island Airport,Tanzania,Mafia Island
MFB,,Monfort Airport,Colombia,Monfort
MFC,FXMF,Mafeteng Airport,Lesotho,Mafeteng
MFD,KMFD,Mansfield Lahm Regional Airport,United States of America,Mansfield
MFE,KMFE,Mc Allen Miller International Airport,United States of America,Mc Allen
MFF,FOOD,Moanda Airport,Gabon,Moanda
MFG,OPMF,Muzaffarabad Airport,Pakistan,Muzaffarabad
MFH,,Mesquite Airport,United States of America,Mesquite
MFI,KMFI,Marshfield Municipal Airport,United States of America,Marshfield
MFJ,NFMO,Moala Airport,Fiji,Moala
MFK,RCMT,Matsu Beigan Airport,Taiwan,Beigan Island
MFL,YWDV,Mount Full Stop Airport,Australia,Wando Vale
MFM,VMMC,Macau International Airport,Macao,Macau
MFN,NZMF,Milford Sound Airport,New Zealand,Queenstown
MFO,AYNG,Manguna Airport,Papua New Guinea,Manguna
MFP,YMCR,Manners Creek Airport,Australia,
MFQ,DRRM,Maradi Airport,Niger,Maradi
